id_evenement,date,annee,type_evenement,gravite,departement,exploitant,nb_morts,nb_blesses,cause_presumee,contexte,source
236,2024-04-01,2024,acte_malveillance,significatif,73,SNCF Réseau,0,0,vol_cable,PN,EPSF_synthese
237,2020-07-08,2020,deraillement,significatif,64,SNCF Réseau,0,0,defaillance_materiel,circulation_commerciale,BEATT_rapport
238,2011-08-31,2011,PN,grave,17,SNCF Réseau,7,22,non_respect_signalisation,PN,SNCF_rapport
239,2016-06-09,2016,collision,significatif,86,SNCF Réseau,0,7,erreur_humaine,circulation_commerciale,BEATT_rapport
240,2010-12-03,2010,deraillement,grave,78,SNCF Voyageurs,0,7,excès_vitesse,circulation_commerciale,EPSF_synthese
241,2011-05-22,2011,deraillement,grave,78,SNCF Réseau,3,18,defaut_infrastructure,circulation_commerciale,BEATT_rapport
242,2013-11-14,2013,collision,significatif,80,SNCF Réseau,0,8,non_respect_signalisation,circulation_commerciale,BEATT_rapport
243,2023-09-05,2023,incident_materiel,significatif,67,SNCF Voyageurs,0,6,defaillance_signalisation,maintenance,SNCF_rapport
244,2017-08-03,2017,incendie,significatif,92,RATP,0,9,acte_malveillance,circulation_commerciale,SNCF_rapport
245,2011-06-24,2011,PN,grave,51,SNCF Réseau,0,13,obstacle_PN,PN,BEATT_rapport
246,2024-09-22,2024,acte_malveillance,significatif,86,SNCF Réseau,0,2,acte_malveillance,PN,BEATT_rapport
247,2013-03-04,2013,PN,grave,87,SNCF Réseau,1,36,non_respect_signalisation,PN,BEATT_rapport
248,2011-11-26,2011,PN,grave,63,SNCF Réseau,1,8,erreur_humaine,PN,EPSF_synthese
249,2021-10-22,2021,collision,grave,66,SNCF Réseau,1,37,defaillance_signalisation,circulation_commerciale,SNCF_rapport
250,2014-01-16,2014,incident_materiel,mineur,44,SNCF Voyageurs,0,0,defaillance_signalisation,maintenance,EPSF_synthese
251,2013-06-23,2013,collision,grave,83,SNCF Voyageurs,1,6,excès_vitesse,circulation_commerciale,BEATT_rapport
252,2021-10-23,2021,collision,grave,67,SNCF Voyageurs,0,22,excès_vitesse,circulation_commerciale,EPSF_synthese
253,2013-08-22,2013,incident_materiel,mineur,14,SNCF Voyageurs,0,0,defaillance_freinage,essais,SNCF_rapport
254,2018-03-04,2018,incendie,significatif,89,SNCF Voyageurs,0,7,acte_malveillance,circulation_commerciale,SNCF_rapport
255,2020-01-26,2020,incident_materiel,significatif,38,SNCF Voyageurs,0,2,defaillance_freinage,maintenance,SNCF_rapport
256,2022-10-17,2022,deraillement,mineur,78,SNCF Voyageurs,0,0,erreur_humaine,circulation_commerciale,BEATT_rapport
257,2019-05-23,2019,incident_materiel,grave,51,SNCF Voyageurs,4,20,defaillance_freinage,essais,EPSF_synthese
258,2024-05-19,2024,deraillement,grave,80,SNCF Réseau,3,6,defaillance_materiel,maintenance,EPSF_synthese
259,2016-05-24,2016,collision,grave,78,SNCF Réseau,1,38,non_respect_signalisation,circulation_commerciale,EPSF_synthese
260,2019-10-24,2019,collision,grave,13,SNCF Réseau,4,15,non_respect_signalisation,circulation_commerciale,SNCF_rapport
261,2011-03-13,2011,deraillement,significatif,25,SNCF Voyageurs,0,4,defaillance_materiel,travaux,SNCF_rapport
262,2015-01-14,2015,collision,significatif,92,SNCF Voyageurs,0,2,excès_vitesse,circulation_commerciale,SNCF_rapport
263,2013-04-11,2013,incident_materiel,mineur,95,SNCF Voyageurs,0,1,defaillance_materiel,maintenance,EPSF_synthese
264,2020-07-09,2020,deraillement,significatif,51,SNCF Réseau,0,5,defaut_infrastructure,travaux,EPSF_synthese
265,2013-05-09,2013,acte_malveillance,significatif,57,SNCF Réseau,0,3,jet_de_projectiles,PN,EPSF_synthese
266,2016-10-03,2016,collision,significatif,91,SNCF Réseau,0,5,erreur_humaine,circulation_commerciale,BEATT_rapport
267,2020-04-02,2020,collision,significatif,83,SNCF Voyageurs,0,6,erreur_humaine,circulation_commerciale,EPSF_synthese
268,2024-03-04,2024,acte_malveillance,significatif,34,RATP,0,7,jet_de_projectiles,circulation_commerciale,SNCF_rapport
269,2019-08-18,2019,collision,grave,71,SNCF Voyageurs,0,37,excès_vitesse,circulation_commerciale,EPSF_synthese
270,2024-11-25,2024,incendie,mineur,80,SNCF Voyageurs,0,0,incendie_bord,maintenance,BEATT_rapport
271,2021-05-19,2021,acte_malveillance,significatif,76,SNCF Voyageurs,0,2,jet_de_projectiles,circulation_commerciale,EPSF_synthese
272,2024-04-04,2024,deraillement,significatif,64,SNCF Réseau,1,1,defaillance_materiel,circulation_commerciale,EPSF_synthese
273,2017-09-25,2017,incident_materiel,mineur,63,RATP,0,1,defaillance_materiel,essais,EPSF_synthese
274,2010-12-30,2010,PN,grave,37,SNCF Réseau,0,35,erreur_humaine,PN,BEATT_rapport
275,2020-06-03,2020,incendie,grave,21,SNCF Voyageurs,2,29,defaillance_materiel,circulation_commerciale,BEATT_rapport
276,2020-04-07,2020,collision,mineur,38,SNCF Réseau,0,1,excès_vitesse,circulation_commerciale,EPSF_synthese
277,2017-01-29,2017,PN,significatif,76,SNCF Réseau,0,4,erreur_humaine,PN,SNCF_rapport
278,2010-10-27,2010,incendie,mineur,17,SNCF Voyageurs,0,0,incendie_bord,maintenance,BEATT_rapport
279,2017-06-12,2017,PN,grave,69,SNCF Réseau,4,25,obstacle_PN,PN,BEATT_rapport
280,2019-11-12,2019,deraillement,grave,95,SNCF Voyageurs,1,8,defaillance_materiel,travaux,SNCF_rapport
281,2018-03-29,2018,acte_malveillance,significatif,72,RATP,0,2,vol_cable,circulation_commerciale,EPSF_synthese
282,2019-08-29,2019,acte_malveillance,significatif,30,SNCF Voyageurs,0,0,acte_malveillance,PN,EPSF_synthese
283,2017-05-10,2017,incendie,mineur,87,SNCF Voyageurs,0,1,defaillance_materiel,maintenance,BEATT_rapport
284,2019-07-23,2019,incident_materiel,mineur,14,SNCF Voyageurs,0,0,defaut_infrastructure,maintenance,BEATT_rapport
285,2017-11-28,2017,acte_malveillance,grave,17,RATP,1,6,vol_cable,PN,EPSF_synthese
286,2024-04-19,2024,deraillement,grave,13,SNCF Réseau,1,8,defaillance_materiel,maintenance,EPSF_synthese
287,2023-08-18,2023,incendie,significatif,21,SNCF Voyageurs,0,0,defaillance_materiel,circulation_commerciale,EPSF_synthese
288,2024-06-21,2024,PN,grave,14,SNCF Réseau,4,36,non_respect_signalisation,PN,BEATT_rapport
289,2013-06-10,2013,incendie,grave,73,SNCF Voyageurs,2,37,defaillance_materiel,maintenance,EPSF_synthese
290,2022-11-15,2022,incident_materiel,significatif,92,SNCF Voyageurs,0,3,defaillance_signalisation,maintenance,SNCF_rapport
291,2015-08-07,2015,collision,grave,80,SNCF Réseau,2,10,erreur_humaine,circulation_commerciale,SNCF_rapport
292,2022-08-07,2022,collision,significatif,73,SNCF Voyageurs,0,3,excès_vitesse,circulation_commerciale,EPSF_synthese
293,2023-09-22,2023,PN,significatif,31,SNCF Réseau,0,7,erreur_humaine,PN,EPSF_synthese
294,2011-08-30,2011,deraillement,mineur,25,SNCF Voyageurs,0,0,excès_vitesse,maintenance,BEATT_rapport
295,2017-03-03,2017,incendie,grave,83,RATP,2,31,defaillance_materiel,circulation_commerciale,SNCF_rapport
296,2016-09-23,2016,incident_materiel,significatif,44,RATP,0,9,defaillance_freinage,maintenance,EPSF_synthese
297,2014-07-05,2014,incident_materiel,mineur,66,SNCF Voyageurs,0,0,defaillance_freinage,maintenance,BEATT_rapport
298,2022-11-02,2022,PN,significatif,25,SNCF Réseau,1,5,non_respect_signalisation,PN,EPSF_synthese
299,2016-12-08,2016,deraillement,significatif,71,SNCF Voyageurs,0,9,erreur_humaine,maintenance,BEATT_rapport
300,2011-08-28,2011,incident_materiel,grave,73,SNCF Voyageurs,0,13,defaillance_signalisation,essais,SNCF_rapport
301,2021-08-09,2021,PN,significatif,72,SNCF Réseau,0,0,obstacle_PN,PN,BEATT_rapport
302,2011-03-30,2011,collision,mineur,35,SNCF Réseau,0,1,non_respect_signalisation,circulation_commerciale,SNCF_rapport
303,2015-01-22,2015,PN,grave,51,SNCF Réseau,1,4,erreur_humaine,PN,EPSF_synthese
304,2024-03-30,2024,acte_malveillance,significatif,59,RATP,0,9,vol_cable,circulation_commerciale,BEATT_rapport
305,2021-12-19,2021,collision,grave,93,SNCF Réseau,1,9,non_respect_signalisation,circulation_commerciale,BEATT_rapport
306,2023-07-29,2023,PN,significatif,25,SNCF Réseau,0,7,erreur_humaine,PN,EPSF_synthese
307,2024-05-21,2024,acte_malveillance,significatif,71,RATP,1,0,vol_cable,circulation_commerciale,BEATT_rapport
308,2024-05-01,2024,collision,mineur,59,SNCF Voyageurs,0,2,defaillance_signalisation,circulation_commerciale,SNCF_rapport
309,2015-06-30,2015,incendie,grave,21,SNCF Voyageurs,0,1,defaillance_materiel,maintenance,BEATT_rapport
310,2011-05-06,2011,incident_materiel,significatif,75,SNCF Voyageurs,0,7,defaut_infrastructure,maintenance,EPSF_synthese
311,2017-08-18,2017,acte_malveillance,significatif,62,RATP,0,4,acte_malveillance,PN,BEATT_rapport
312,2017-09-30,2017,deraillement,significatif,62,SNCF Réseau,0,4,excès_vitesse,circulation_commerciale,EPSF_synthese
313,2020-06-18,2020,collision,grave,34,SNCF Réseau,0,25,excès_vitesse,circulation_commerciale,EPSF_synthese
314,2011-02-19,2011,PN,grave,35,SNCF Réseau,4,7,non_respect_signalisation,PN,SNCF_rapport
315,2022-12-16,2022,incendie,significatif,77,SNCF Voyageurs,0,0,defaillance_materiel,circulation_commerciale,BEATT_rapport
316,2020-06-21,2020,deraillement,significatif,25,SNCF Réseau,0,2,defaillance_materiel,circulation_commerciale,SNCF_rapport
317,2021-05-03,2021,deraillement,significatif,17,SNCF Voyageurs,0,3,excès_vitesse,travaux,EPSF_synthese
318,2016-04-23,2016,deraillement,significatif,30,SNCF Réseau,1,0,erreur_humaine,circulation_commerciale,SNCF_rapport
319,2013-01-02,2013,PN,grave,66,SNCF Réseau,0,26,erreur_humaine,PN,EPSF_synthese
320,2018-12-26,2018,collision,mineur,57,SNCF Voyageurs,0,0,non_respect_signalisation,circulation_commerciale,EPSF_synthese
321,2018-08-31,2018,acte_malveillance,mineur,94,RATP,0,2,vol_cable,PN,BEATT_rapport
322,2012-08-31,2012,incident_materiel,mineur,63,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,BEATT_rapport
323,2018-03-15,2018,incident_materiel,mineur,69,RATP,0,2,defaillance_freinage,essais,BEATT_rapport
324,2010-11-26,2010,collision,grave,63,SNCF Voyageurs,1,13,erreur_humaine,circulation_commerciale,SNCF_rapport
325,2021-08-25,2021,deraillement,significatif,62,SNCF Réseau,0,7,excès_vitesse,maintenance,BEATT_rapport
326,2017-02-22,2017,incident_materiel,significatif,59,RATP,0,0,defaut_infrastructure,essais,BEATT_rapport
327,2017-07-18,2017,acte_malveillance,mineur,85,RATP,0,0,jet_de_projectiles,PN,SNCF_rapport
328,2020-08-26,2020,collision,grave,31,SNCF Voyageurs,0,14,excès_vitesse,circulation_commerciale,SNCF_rapport
329,2023-02-03,2023,PN,grave,76,SNCF Réseau,1,28,erreur_humaine,PN,SNCF_rapport
330,2024-09-14,2024,acte_malveillance,significatif,17,RATP,0,2,jet_de_projectiles,circulation_commerciale,BEATT_rapport
331,2020-10-10,2020,incident_materiel,mineur,45,RATP,0,0,defaut_infrastructure,circulation_commerciale,EPSF_synthese
332,2022-11-04,2022,incendie,grave,73,SNCF Voyageurs,5,32,incendie_bord,circulation_commerciale,SNCF_rapport
333,2019-05-24,2019,incident_materiel,mineur,71,SNCF Voyageurs,0,1,defaut_infrastructure,essais,BEATT_rapport
334,2023-09-19,2023,deraillement,significatif,80,SNCF Réseau,0,6,defaut_infrastructure,maintenance,EPSF_synthese
335,2022-07-31,2022,PN,significatif,67,SNCF Réseau,0,7,erreur_humaine,PN,SNCF_rapport
336,2013-11-19,2013,deraillement,mineur,94,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,BEATT_rapport
337,2024-06-05,2024,incendie,mineur,45,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,SNCF_rapport
338,2022-07-08,2022,PN,mineur,42,SNCF Réseau,0,0,obstacle_PN,PN,BEATT_rapport
339,2020-12-19,2020,PN,grave,54,SNCF Réseau,0,33,non_respect_signalisation,PN,SNCF_rapport
340,2012-09-25,2012,acte_malveillance,significatif,64,SNCF Voyageurs,0,2,jet_de_projectiles,PN,EPSF_synthese
341,2016-07-07,2016,collision,significatif,73,SNCF Réseau,0,7,excès_vitesse,circulation_commerciale,BEATT_rapport
342,2015-10-02,2015,incendie,grave,83,SNCF Voyageurs,5,37,defaillance_materiel,circulation_commerciale,SNCF_rapport
343,2022-08-10,2022,incendie,mineur,89,SNCF Voyageurs,0,0,defaillance_materiel,circulation_commerciale,BEATT_rapport
344,2023-03-01,2023,incident_materiel,mineur,80,RATP,0,0,defaillance_freinage,circulation_commerciale,EPSF_synthese
345,2024-04-23,2024,incident_materiel,significatif,63,SNCF Voyageurs,0,4,defaillance_materiel,circulation_commerciale,BEATT_rapport
346,2020-08-05,2020,collision,mineur,35,SNCF Voyageurs,0,0,non_respect_signalisation,circulation_commerciale,SNCF_rapport
347,2024-08-23,2024,deraillement,significatif,57,SNCF Réseau,0,1,erreur_humaine,maintenance,SNCF_rapport
348,2016-05-27,2016,incendie,grave,85,RATP,1,11,incendie_bord,circulation_commerciale,EPSF_synthese
349,2022-01-01,2022,incendie,mineur,71,SNCF Voyageurs,0,0,acte_malveillance,circulation_commerciale,EPSF_synthese
350,2010-10-25,2010,deraillement,significatif,14,SNCF Voyageurs,0,4,erreur_humaine,travaux,EPSF_synthese
351,2016-09-10,2016,acte_malveillance,mineur,57,SNCF Voyageurs,0,1,jet_de_projectiles,circulation_commerciale,SNCF_rapport
352,2024-05-20,2024,acte_malveillance,significatif,78,SNCF Réseau,0,2,jet_de_projectiles,PN,SNCF_rapport
353,2016-02-14,2016,incident_materiel,grave,75,SNCF Voyageurs,2,24,defaillance_materiel,maintenance,BEATT_rapport
354,2015-10-09,2015,incendie,mineur,63,RATP,0,0,incendie_bord,circulation_commerciale,SNCF_rapport
355,2022-09-26,2022,incendie,grave,91,RATP,1,32,incendie_bord,circulation_commerciale,SNCF_rapport
356,2019-08-05,2019,acte_malveillance,significatif,93,SNCF Voyageurs,0,8,vol_cable,circulation_commerciale,EPSF_synthese
357,2014-02-22,2014,incident_materiel,mineur,6,SNCF Voyageurs,0,0,defaut_infrastructure,maintenance,SNCF_rapport
358,2018-08-09,2018,incident_materiel,mineur,59,SNCF Voyageurs,0,0,defaut_infrastructure,maintenance,BEATT_rapport
359,2022-11-07,2022,collision,grave,45,SNCF Voyageurs,7,29,excès_vitesse,circulation_commerciale,EPSF_synthese
360,2024-12-23,2024,collision,significatif,69,SNCF Réseau,0,5,defaillance_signalisation,circulation_commerciale,BEATT_rapport
361,2021-04-09,2021,incendie,grave,57,RATP,0,36,defaillance_materiel,circulation_commerciale,SNCF_rapport
362,2023-10-15,2023,incident_materiel,mineur,34,SNCF Voyageurs,0,0,defaillance_freinage,circulation_commerciale,SNCF_rapport
363,2023-08-03,2023,PN,significatif,93,SNCF Réseau,0,6,non_respect_signalisation,PN,EPSF_synthese
364,2015-07-21,2015,incendie,mineur,73,RATP,0,0,acte_malveillance,circulation_commerciale,BEATT_rapport
365,2018-02-11,2018,collision,significatif,78,SNCF Voyageurs,0,7,erreur_humaine,circulation_commerciale,EPSF_synthese
366,2022-11-05,2022,acte_malveillance,mineur,80,SNCF Voyageurs,0,0,acte_malveillance,circulation_commerciale,SNCF_rapport
367,2012-08-10,2012,incendie,significatif,78,SNCF Voyageurs,0,0,incendie_bord,maintenance,SNCF_rapport
368,2011-04-01,2011,deraillement,significatif,75,SNCF Voyageurs,0,9,excès_vitesse,maintenance,BEATT_rapport
369,2011-04-18,2011,acte_malveillance,significatif,13,RATP,0,5,vol_cable,PN,SNCF_rapport
370,2015-09-16,2015,collision,grave,72,SNCF Réseau,0,36,non_respect_signalisation,circulation_commerciale,SNCF_rapport
371,2011-06-07,2011,acte_malveillance,significatif,14,SNCF Voyageurs,0,7,acte_malveillance,circulation_commerciale,SNCF_rapport
372,2019-03-04,2019,incident_materiel,mineur,92,RATP,0,2,defaillance_freinage,essais,SNCF_rapport
373,2018-05-26,2018,deraillement,grave,25,SNCF Voyageurs,1,34,erreur_humaine,circulation_commerciale,BEATT_rapport
374,2024-11-04,2024,acte_malveillance,significatif,37,SNCF Réseau,1,5,acte_malveillance,PN,BEATT_rapport
375,2018-10-25,2018,acte_malveillance,significatif,13,SNCF Réseau,0,3,acte_malveillance,circulation_commerciale,SNCF_rapport
376,2020-05-20,2020,incendie,significatif,67,RATP,0,3,acte_malveillance,maintenance,EPSF_synthese
377,2015-07-21,2015,deraillement,mineur,38,SNCF Voyageurs,0,0,defaillance_materiel,travaux,BEATT_rapport
378,2012-07-13,2012,collision,grave,42,SNCF Réseau,0,26,defaillance_signalisation,circulation_commerciale,EPSF_synthese
379,2012-04-06,2012,acte_malveillance,significatif,94,RATP,0,7,acte_malveillance,PN,BEATT_rapport
380,2011-02-03,2011,incident_materiel,significatif,44,SNCF Voyageurs,0,7,defaillance_materiel,maintenance,BEATT_rapport
381,2014-11-15,2014,collision,significatif,85,SNCF Réseau,0,2,non_respect_signalisation,circulation_commerciale,SNCF_rapport
382,2022-12-14,2022,acte_malveillance,mineur,59,SNCF Réseau,0,0,jet_de_projectiles,PN,EPSF_synthese
383,2024-10-22,2024,acte_malveillance,grave,54,SNCF Voyageurs,0,12,acte_malveillance,PN,EPSF_synthese
384,2022-06-27,2022,acte_malveillance,significatif,94,RATP,0,0,jet_de_projectiles,circulation_commerciale,SNCF_rapport
385,2022-06-20,2022,deraillement,mineur,80,SNCF Voyageurs,0,2,defaut_infrastructure,circulation_commerciale,SNCF_rapport
386,2019-05-04,2019,deraillement,significatif,37,SNCF Voyageurs,0,7,excès_vitesse,circulation_commerciale,BEATT_rapport
387,2020-08-15,2020,incident_materiel,significatif,34,RATP,0,0,defaillance_freinage,maintenance,SNCF_rapport
388,2011-04-18,2011,acte_malveillance,significatif,80,RATP,0,5,vol_cable,PN,EPSF_synthese
389,2018-09-17,2018,incident_materiel,grave,92,SNCF Voyageurs,4,12,defaillance_signalisation,circulation_commerciale,EPSF_synthese
390,2020-02-02,2020,PN,significatif,54,SNCF Réseau,1,9,obstacle_PN,PN,SNCF_rapport
391,2023-07-27,2023,acte_malveillance,mineur,86,SNCF Réseau,0,1,acte_malveillance,circulation_commerciale,BEATT_rapport
392,2022-07-15,2022,incident_materiel,grave,59,SNCF Voyageurs,0,21,defaut_infrastructure,circulation_commerciale,EPSF_synthese
393,2014-10-02,2014,incident_materiel,mineur,45,SNCF Voyageurs,0,0,defaillance_materiel,essais,BEATT_rapport
394,2023-07-23,2023,incendie,mineur,84,SNCF Voyageurs,0,1,incendie_bord,maintenance,SNCF_rapport
395,2016-05-07,2016,deraillement,mineur,59,SNCF Voyageurs,0,0,erreur_humaine,maintenance,SNCF_rapport
396,2018-01-25,2018,acte_malveillance,significatif,76,SNCF Réseau,0,3,vol_cable,PN,SNCF_rapport
397,2014-07-23,2014,PN,grave,85,SNCF Réseau,0,39,non_respect_signalisation,PN,EPSF_synthese
398,2013-04-10,2013,collision,mineur,34,SNCF Réseau,0,0,excès_vitesse,circulation_commerciale,EPSF_synthese
399,2017-05-26,2017,incident_materiel,mineur,77,SNCF Voyageurs,0,0,defaut_infrastructure,essais,BEATT_rapport
400,2024-09-06,2024,incendie,mineur,92,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,BEATT_rapport
401,2021-01-01,2021,deraillement,significatif,35,SNCF Voyageurs,0,6,excès_vitesse,maintenance,EPSF_synthese
402,2022-04-05,2022,deraillement,significatif,80,SNCF Réseau,0,5,excès_vitesse,maintenance,EPSF_synthese
403,2011-09-01,2011,incendie,significatif,33,SNCF Voyageurs,0,9,incendie_bord,circulation_commerciale,BEATT_rapport
404,2015-03-11,2015,collision,grave,78,SNCF Réseau,1,35,non_respect_signalisation,circulation_commerciale,SNCF_rapport
405,2018-05-16,2018,collision,grave,6,SNCF Réseau,0,13,defaillance_signalisation,circulation_commerciale,BEATT_rapport
406,2022-05-17,2022,deraillement,significatif,83,SNCF Voyageurs,1,2,defaut_infrastructure,travaux,SNCF_rapport
407,2010-05-21,2010,acte_malveillance,mineur,30,SNCF Réseau,0,0,jet_de_projectiles,PN,EPSF_synthese
408,2021-10-05,2021,incident_materiel,mineur,80,RATP,0,0,defaillance_freinage,circulation_commerciale,SNCF_rapport
409,2017-12-13,2017,PN,mineur,69,SNCF Réseau,0,0,non_respect_signalisation,PN,SNCF_rapport
410,2022-09-03,2022,incident_materiel,significatif,25,RATP,0,8,defaillance_freinage,maintenance,BEATT_rapport
411,2024-07-29,2024,collision,grave,67,SNCF Réseau,1,39,erreur_humaine,circulation_commerciale,BEATT_rapport
412,2020-09-04,2020,collision,grave,77,SNCF Réseau,2,3,erreur_humaine,circulation_commerciale,SNCF_rapport
413,2024-06-19,2024,PN,significatif,14,SNCF Réseau,0,1,erreur_humaine,PN,EPSF_synthese
414,2014-09-28,2014,incendie,mineur,14,SNCF Voyageurs,0,0,acte_malveillance,maintenance,EPSF_synthese
415,2016-04-15,2016,acte_malveillance,mineur,62,SNCF Réseau,0,0,jet_de_projectiles,circulation_commerciale,EPSF_synthese
416,2014-08-25,2014,acte_malveillance,grave,59,SNCF Réseau,1,24,acte_malveillance,PN,EPSF_synthese
417,2022-08-25,2022,incident_materiel,mineur,63,RATP,0,2,defaut_infrastructure,essais,SNCF_rapport
418,2013-02-20,2013,incendie,grave,64,RATP,0,6,acte_malveillance,circulation_commerciale,EPSF_synthese
419,2012-03-11,2012,deraillement,grave,87,SNCF Voyageurs,4,24,excès_vitesse,travaux,BEATT_rapport
420,2023-05-12,2023,deraillement,significatif,73,SNCF Voyageurs,0,8,defaillance_materiel,travaux,SNCF_rapport
421,2015-02-12,2015,PN,grave,37,SNCF Réseau,0,8,erreur_humaine,PN,BEATT_rapport
422,2023-02-21,2023,incendie,grave,57,RATP,1,10,defaillance_materiel,circulation_commerciale,EPSF_synthese
423,2011-08-26,2011,collision,mineur,91,SNCF Réseau,0,0,excès_vitesse,circulation_commerciale,EPSF_synthese
424,2018-09-27,2018,PN,mineur,6,SNCF Réseau,0,2,non_respect_signalisation,PN,SNCF_rapport
425,2019-12-23,2019,PN,grave,25,SNCF Réseau,3,23,non_respect_signalisation,PN,EPSF_synthese
426,2019-09-01,2019,deraillement,grave,25,SNCF Réseau,4,35,erreur_humaine,travaux,SNCF_rapport
427,2022-06-07,2022,collision,grave,57,SNCF Réseau,2,24,excès_vitesse,circulation_commerciale,SNCF_rapport
428,2018-09-12,2018,collision,grave,67,SNCF Voyageurs,1,13,non_respect_signalisation,circulation_commerciale,EPSF_synthese
429,2013-02-11,2013,PN,significatif,34,SNCF Réseau,0,8,non_respect_signalisation,PN,EPSF_synthese
430,2013-10-01,2013,deraillement,grave,76,SNCF Voyageurs,3,11,defaillance_materiel,circulation_commerciale,EPSF_synthese
431,2018-02-06,2018,PN,grave,89,SNCF Réseau,0,28,obstacle_PN,PN,EPSF_synthese
432,2020-04-08,2020,collision,significatif,69,SNCF Réseau,0,1,non_respect_signalisation,circulation_commerciale,SNCF_rapport
433,2023-11-29,2023,deraillement,grave,72,SNCF Voyageurs,3,25,defaillance_materiel,circulation_commerciale,BEATT_rapport
434,2023-05-02,2023,incident_materiel,significatif,95,RATP,0,7,defaillance_signalisation,maintenance,EPSF_synthese
435,2020-09-29,2020,PN,significatif,57,SNCF Réseau,0,4,obstacle_PN,PN,BEATT_rapport
436,2024-03-12,2024,deraillement,mineur,54,SNCF Voyageurs,0,0,excès_vitesse,circulation_commerciale,SNCF_rapport
437,2018-03-10,2018,collision,grave,84,SNCF Voyageurs,0,28,non_respect_signalisation,circulation_commerciale,EPSF_synthese
438,2020-05-09,2020,incendie,mineur,95,SNCF Voyageurs,0,1,incendie_bord,maintenance,EPSF_synthese
439,2019-03-06,2019,incendie,significatif,59,RATP,0,2,defaillance_materiel,circulation_commerciale,EPSF_synthese
440,2015-09-01,2015,incendie,grave,21,SNCF Voyageurs,0,34,incendie_bord,maintenance,SNCF_rapport
441,2023-05-31,2023,deraillement,significatif,83,SNCF Voyageurs,0,0,erreur_humaine,maintenance,EPSF_synthese
442,2018-01-24,2018,incendie,grave,45,SNCF Voyageurs,2,28,acte_malveillance,circulation_commerciale,BEATT_rapport
443,2024-11-28,2024,PN,grave,92,SNCF Réseau,3,13,obstacle_PN,PN,BEATT_rapport
444,2024-07-04,2024,deraillement,grave,6,SNCF Réseau,2,36,defaillance_materiel,circulation_commerciale,EPSF_synthese
445,2015-10-21,2015,incident_materiel,significatif,69,SNCF Voyageurs,0,6,defaillance_freinage,maintenance,SNCF_rapport
446,2023-03-15,2023,incendie,grave,13,SNCF Voyageurs,5,31,acte_malveillance,circulation_commerciale,SNCF_rapport
447,2012-05-06,2012,PN,grave,34,SNCF Réseau,0,30,non_respect_signalisation,PN,SNCF_rapport
448,2016-12-30,2016,PN,grave,76,SNCF Réseau,0,2,non_respect_signalisation,PN,SNCF_rapport
449,2020-09-05,2020,collision,grave,21,SNCF Réseau,1,39,defaillance_signalisation,circulation_commerciale,SNCF_rapport
450,2011-01-02,2011,incendie,mineur,92,SNCF Voyageurs,0,0,incendie_bord,circulation_commerciale,EPSF_synthese
451,2013-09-08,2013,incendie,significatif,35,RATP,0,7,incendie_bord,circulation_commerciale,SNCF_rapport
452,2022-07-23,2022,deraillement,significatif,91,SNCF Voyageurs,0,7,erreur_humaine,travaux,EPSF_synthese
453,2014-03-07,2014,incendie,grave,13,SNCF Voyageurs,0,19,acte_malveillance,maintenance,BEATT_rapport
454,2023-10-10,2023,incident_materiel,significatif,67,SNCF Voyageurs,0,1,defaut_infrastructure,essais,EPSF_synthese
455,2014-10-26,2014,incident_materiel,mineur,85,SNCF Voyageurs,0,0,defaillance_signalisation,essais,EPSF_synthese
456,2022-01-16,2022,incident_materiel,grave,75,SNCF Voyageurs,0,4,defaillance_signalisation,maintenance,EPSF_synthese
457,2015-11-20,2015,incendie,mineur,67,RATP,0,1,defaillance_materiel,maintenance,BEATT_rapport
458,2018-10-21,2018,acte_malveillance,grave,75,SNCF Voyageurs,0,12,acte_malveillance,PN,BEATT_rapport
459,2013-11-14,2013,incendie,mineur,86,RATP,0,0,acte_malveillance,maintenance,EPSF_synthese
460,2013-01-02,2013,PN,significatif,31,SNCF Réseau,0,1,obstacle_PN,PN,EPSF_synthese
461,2018-05-17,2018,incendie,grave,87,SNCF Voyageurs,7,29,incendie_bord,maintenance,EPSF_synthese
462,2022-11-22,2022,deraillement,significatif,91,SNCF Voyageurs,0,3,erreur_humaine,travaux,BEATT_rapport
463,2024-06-21,2024,incident_materiel,significatif,33,SNCF Voyageurs,0,0,defaillance_freinage,maintenance,EPSF_synthese
464,2017-01-21,2017,deraillement,significatif,77,SNCF Réseau,0,2,defaut_infrastructure,circulation_commerciale,EPSF_synthese
465,2014-05-18,2014,deraillement,significatif,71,SNCF Voyageurs,0,1,erreur_humaine,circulation_commerciale,BEATT_rapport
466,2019-12-16,2019,deraillement,significatif,44,SNCF Réseau,1,0,excès_vitesse,travaux,SNCF_rapport
467,2010-09-25,2010,PN,significatif,75,SNCF Réseau,0,6,obstacle_PN,PN,BEATT_rapport
468,2021-02-09,2021,acte_malveillance,significatif,31,RATP,0,1,jet_de_projectiles,circulation_commerciale,SNCF_rapport
469,2022-03-08,2022,PN,grave,73,SNCF Réseau,0,11,erreur_humaine,PN,BEATT_rapport
